seller_id,seller_state,on_time_rate,delivered_lines
0ad80de75c811326389cfb1daba7d45e,RJ,1.0000,6
ba6b4a237f92479743cf0ca06b67a9ac,RJ,0.8750,8
82e0a475a88cc9595229d8029273f045,SP,0.9024,41
ed4acab38528488b65a9a9c603ff024a,SP,0.9677,31
b18dc380845b24038cfc48006478f099,SP,0.8372,43
4c498c7345e89aebad651544829beca0,SP,0.8723,47
f12ff17ad8bbf01ec5c33b17e506649b,SP,0.8929,28
42b6488f5b8246d9141712abd4b1b693,PR,1.0000,2
229c3efbfb0ea2058de4ccdfbc3d784a,MG,0.9831,118
95ec4458365c4d11f452ccf538377619,SP,0.9630,27
6ec1a01e866584bb679eb9b098345919,SP,0.8000,30
fa40cc5b934574b62717c68f3d678b6d,SP,0.9375,304
8b2492b7ff4468839593fafeed55bad9,RJ,0.9310,29
aaed1309374718fdd995ee4c58c9dfcd,SC,0.9712,104
11d4c477d09821164bca4f70a2eae031,SP,1.0000,3
d1c7fa84e48cfa21a0e595167c1c500e,RS,1.0000,12
e88165a185134e13fdfc85d4fa654db8,SP,0.5000,2
9e6229250fedbe05838fef417b74e7fb,SP,0.9589,73
5abb8ea023c77787f2c15da891c8d384,SC,0.7692,13
817245bcc3badd82bbd222e0366951a6,SP,0.9643,28
caa9bc43a9fe8cf9c564ddd8a03cc4a6,SP,0.9231,13
615005a3ef192c00c6f0e977cee3d2bc,SP,0.8000,10
7178f9f4dd81dcef02f62acdf8151e01,SC,0.9505,202
3f995f07c49d0d55a99d5c54957f7d81,SP,0.9767,43
a6bd7d1ccdac48c6b33b28596b7eb122,PB,0.8667,15
3db66a856d18a9cba7c9241fc5221c50,MG,0.8830,94
14a08204d03bb6b6bde8029f801ae0eb,SP,1.0000,28
739c7d7be81f63812dea0d1b1451c651,PB,1.0000,2
e45edf75f568ed2f93f78d060e246e25,RJ,0.8333,6
3d621842b2ed28e2b474132480edac3c,SP,1.0000,8
a17f621c590ea0fab3d5d883e1630ec6,SP,0.9206,63
9d69ba0a7a626a64dc5db08e529559cf,SP,1.0000,1
d180e07dc1e58c31c3f0cd599dc4d945,MG,1.0000,1
d6b1ce66b035a475f00c017792ff9769,SP,0.9348,92
ececbfcff9804a2d6b40f589df8eef2b,SP,0.8969,97
7d13fca15225358621be4086e1eb0964,SP,0.8781,558
1b4c3a6f53068f0b6944d2d005c9fc89,SC,0.9369,111
b92e3c8f9738272ff7c59e111e108d7c,MG,0.9677,62
4917cee8d902e13428c3ec4b1ca6f315,SC,0.9677,31
5011f0d93373a4c5753adf58ca77af8d,SP,0.9091,11
50c9975695009e5e6473912e83a6d1da,MG,0.8600,50
7aa4334be125fcdd2ba64b3180029f14,SP,0.8645,214
b14db04aa7881970e83ffa9426897925,SP,0.8846,78
a3e9a2c700480d9bb01fba070ba80a0e,SP,0.8992,129
516e7738bd8f735ac19a010ee5450d8d,RJ,0.9459,74
9f505651f4a6abe901a56cdc21508025,SP,0.9491,393
7142540dd4c91e2237acb7e911c4eba2,SP,0.9177,316
a3a38f4affed601eb87a97788c949667,SC,0.9522,251
744dac408745240a2c2528fb1b6028f3,PR,0.9872,78
9b013e03b2ab786505a1d3b5c0756754,SP,0.9412,170
8b9d6eec4a7eb7d0f9d579ce0b38324d,RJ,0.8333,48
83deb69e889cf80f82be1dc6d5f2d486,SC,0.9500,40
54aa8463e87776b5612f4bdc4bd5d4de,MG,1.0000,7
2e7ea2aafec5835e781b21d6d1faf1f1,SP,0.8571,7
79ebd9a61bac3eaf882805ed4ecfa12a,PR,0.9398,133
5f3ae9136c875522250f8184f253413a,SP,0.9286,42
26af45f5dfd967225a832838aa4e24a3,PR,1.0000,10
8e6d7754bc7e0f22c96d255ebda59eba,SP,0.8333,84
3ca08eeb8d5595949fed424bd3677742,PR,1.0000,13
cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,0.9125,160
e067ad2c1c0b48758eb1b5228bcf7a68,SP,0.9074,54
4e85b538b0dad58852641540686d0e14,SP,0.5000,4
3c010235b7345c92f125d14ee232a76b,PR,1.0000,15
6d803cb79cc31c41c4c789a75933b3c7,SP,0.9310,58
8b321bb669392f5163d04c59e235e066,SP,0.8957,930
76d64c4aca3a7baf218bf93ef7fa768d,PR,0.9688,64
ec80e49e69745ab6c14f984bf2149423,SP,0.8333,12
004c9cd9d87a3c30c522c48c4fc07416,SP,0.9167,156
3bdff180c7e1f6551a643b99c265a120,SP,0.9464,56
aced59e9b31ef866a94f9e7f29d8d418,SP,0.9180,61
c731d18cea9bf687ffee82a241c25b11,SC,1.0000,24
c42fd8e4d47dfb18ce5222f2dd7752f9,SP,0.7143,7
671585f5a2af58b6e276bc01003c0d2b,PR,1.0000,27
5bffbafbb22daf6d3bfc216a46db8708,RJ,1.0000,21
aba1721a889e04decc910aa13b768ef4,SP,0.8916,83
cab85505710c7cb9b720bceb52b01cee,SP,0.9751,201
1fdc574883ef3b33ad41562d93f3a74a,SP,0.9444,18
33cbda8716511e27e556dff9d8418bf2,SC,1.0000,5
6cd68b3ed6d59aaa9fece558ad360c0a,MG,0.9799,149
3df020b72d3d44b3af9d110fa3940b65,SP,0.8727,55
537eb890efff034a88679788b647c564,RJ,0.9430,158
4be2e7f96b4fd749d52dff41f80e39dd,AC,,0
48fb026ed7455a42f5d3e9390ed5088e,RJ,1.0000,9
0d33a55da925bbf1ff02af5f6059fc7f,SP,0.9545,22
cea729054f157f5870bdd321a958d994,SP,0.9583,24
955fee9216a65b617aa5c0531780ce60,SP,0.9223,1261
751bdc4d83a466c7206cd42e8f426b03,SP,0.9804,51
2f4b0d3b9634b647d4edee577d7ebb7e,SP,1.0000,10
ba5daa4041e1f15cdf34b76e3e18a450,SP,1.0000,15
71592660bbcb6a4664e97b6f8b68babc,SP,1.0000,6
5a93f3ab0ef4c84ed5e1b5dbf23978bc,SP,0.9737,38
5f57db27027655e6c6a391601daa0258,ES,1.0000,1
d3f39f05462b79a4562d35893a28f159,SP,0.8788,33
0176f73cc1195f367f7b32db1e5b3aa8,SP,0.8919,37
01cf7e3d21494c41fb86034f2e714fa1,PR,0.9492,59
ceaec5548eefc6e23e6607c5435102e7,SP,0.9394,198
e9bc59e7b60fc3063eb2290deda4cced,PR,0.8900,209
6f229cc508fc6915ed5c499efd93baa4,RJ,0.8462,13
b0b346d3a89f5eb4c2968af3f083cd43,SP,0.5556,9
3dfd3dc96f7f8598eca74e9ac8a2fa31,SP,0.8333,6
fa1a9dec3a9940c072684a46728bf1fc,SC,1.0000,55
6ddc28b61be28373b4503a1f61cf98a9,SP,0.9091,11
5670f4db5b62c43d542e1b2d56b0cf7c,SP,0.9545,22
cb8bcce248bb1fb274ba762d8b971456,MG,0.9848,66
610f72e407cdd7caaa2f8167b0163fd8,SP,0.8750,16
b6d44737c043328708f6749c2dbe50bd,SP,0.9344,61
972d0f9cf61b499a4812cf0bfa3ad3c4,SC,0.8889,81
cfb1a033743668a192316f3c6d1d2671,SP,0.8811,143
f25e239052084705e17a982bc600ab2a,SP,1.0000,8
714b9a1332840f257b49f476bea4e341,SP,0.6667,6
bd15ee794d5e640d9dd71b665b2ab15b,SP,0.8333,12
d1ef48b38baca7e831711c4a0aeb398f,PR,0.8929,28
f18112da765e0971ca5d510dec322bdd,SC,1.0000,2
259f7b5e6e482c230e5bfaa670b6bb8f,SP,0.9779,136
f457c46070d02cadd8a68551231220dd,PR,0.9385,195
1f50f920176fa81dab994f9023523100,SP,0.8942,1399
2b1a40c1daabc6ca280c4b815c101841,MG,0.9545,22
2ba91c7ad80ff88b23b7db823b43c233,SP,0.6667,6
f7ba60f8c3f99e7ee4042fdef03b70c4,SP,0.8440,218
5bc24d989e71e93c33e50a7782431b0e,MG,1.0000,17
45c20d94d9171b0bcfab3c955e47d67b,SP,1.0000,4
6a38087bc8ad4f89ff453561005f6dea,GO,1.0000,15
f84a00e60c73a49e7e851c9bdca3a5bb,RJ,0.8864,88
e5a38146df062edaf55c38afa99e42dc,SP,0.9083,120
4de6e4ba574aa9dfdc824bc44dc47fdd,PR,0.9286,14
f45122a9ab94eb4f3f8953578bc0c560,SP,0.9239,184
6481e96574816ead57975da2c0f6d80d,SP,0.9688,32
b6dc74ed30f124f95227bed4e43a3bed,PR,0.8889,9
48436dade18ac8b2bce089ec2a041202,SP,0.9254,134
8ed8ea9a57c862f2c18c2fe41f601d56,SC,1.0000,19
ee27a8f15b1dded4d213a468ba4eb391,GO,1.0000,1
1554a68530182680ad5c8b042c3ab563,MG,0.9309,246
fc38b5dceee1a730fad8853453437fbd,SP,1.0000,5
152ee17e4c8aaf53dac99f3462e4999b,SC,1.0000,6
fac35d150712afb921ec59ac5f39bb11,MG,1.0000,5
04aa0a1c5ce6b222003403a3e11c3cc0,SP,0.8182,11
ede0c03645598cdfc63ca8237acbe73d,SP,0.6512,43
ef0ace09169ac090589d85746e3e036f,RJ,0.9141,128
918717417d88a9f9ae9735567e6c7682,SP,1.0000,4
562f8cfc51f265411f487d07e9c40e7f,MG,0.8462,13
87142160b41353c4e5fca2360caf6f92,RS,0.9443,305
289cdb325fb7e7f891c38608bf9e0962,SP,0.9817,109
11305281b50fff20ae8bb473f8e11876,MG,0.8857,35
9d681c7e12db302cb261e721040dde65,PR,1.0000,13
fa1c13f2614d7b5c4749cbc52fecda94,SP,0.8979,578
3504c0cb71d7fa48d967e0e4c94d59d9,SP,1.0000,53
fbc14c0cf93505ef89f64665ffa4a7b5,SP,0.9444,18
e644cbadf7eeb30d0d29f335ce7d52ec,SP,1.0000,7
34d1ca11b242c0fee2c834ae8d788566,MG,1.0000,40
96493fab2fbb13a14d0c0e8772eef5c3,SP,0.9365,63
7c1fea10b5b006671d608b1d7c446ec4,SP,0.9286,14
b6e1504972665f739dec4facb9943775,SP,0.9286,14
f76a3b1349b6df1ee875d1f3fa4340f0,SP,0.6250,24
99eaacc9e6046db1c82b163c5f84869f,SP,0.8889,63
d98eec89afa3380e14463da2aabaea72,RS,0.9762,168
23613d49c3ac2bd302259e55c06c050c,SP,0.8551,69
0bf0150d5b9d60d9cd2906003332f085,SP,0.7949,39
7ecef8194babfec876ca720714327841,SP,0.8571,7
30829ded4523ab9224b93bc49a62c95f,RS,0.9444,18
d354c38a7182125a748cb10474fe963b,RJ,0.9412,17
c3cfdc648177fdbbbb35635a37472c53,PR,0.9748,278
1ce3ae5a399804d1a87e706f8a813c3e,SC,0.9000,40
2138ccb85b11a4ec1e37afbd1c8eda1f,SP,0.9459,388
f46490624488d3ff7ce78613913a7711,SP,0.8750,80
ad420dd0c4f92f8af951ac24b86d0cf5,MG,0.9286,42
e8b4225284fbb02d16f200513f1f395d,SP,0.9000,30
f61c63d13f7cd800549d5acdd390ae72,SP,0.9231,26
054694fa03fe82cec4b7551487331d74,SP,0.7000,20
c8b0e2b0a7095e5d8219575d5e7e1181,SP,0.9286,84
38102b031c2a15e54623d711bfc753d3,CE,1.0000,8
391fc6631aebcf3004804e51b40bcf1e,SP,0.8964,521
33cbbec1e7e1044aaf11d152172c776f,RS,1.0000,15
8a2d12a90e92f012ce5226fc6592b653,PR,1.0000,18
e59aa562b9f8076dd550fcddf0e73491,PR,0.8986,69
e9779976487b77c6d4ac45f75ec7afe9,SP,0.9271,645
73a63f72308aa20a46f4b1632018f196,PR,1.0000,27
f62d7bb4a613ec758a03342d46b580b2,MG,0.8750,32
db4350fd57ae30082dec7acbaacc17f9,SP,0.9632,136
4324dd16853115efb0fd9d0d131ba6f4,SP,0.9167,12
55a5b51f93f2b70ea513f5a047b0262a,MG,0.9231,39
8a432f4e5b471f8da497d7dc517666e2,SP,0.9474,95
bfd27a966d91cfaafdb25d076585f0da,SP,0.9474,114
6b15924333bd1a741595fe981ea04822,SP,0.9048,21
04e38a233f726ef161074ab1c9b0399a,SP,0.8421,19
7ade73f1b9b4e965f9009a4c3a7e2c15,SP,1.0000,26
a369d693961cb93b61ca2cc518872a85,SP,1.0000,11
1690cada046eb7e92c12f98b1f8a8167,SP,0.9000,10
385799a1cddbd26dfeb9157356a42282,SP,1.0000,4
42b729f859728f5079499127a9c2ef37,SP,0.9223,103
556a6409838156ea299c9d1f9e2dde43,PR,1.0000,4
179d859f51292aac5c10806a356f7af9,SP,0.8333,18
47efca563408aae19bb7206c2d969ea9,PI,1.0000,11
9c0e69c7bf2619675bbadf47b43f655a,SP,0.8940,151
3586b8580d9c917874e053a1bb37b5ff,SP,0.9722,36
6edacfd9f9074789dad6d62ba7950b9c,SP,0.9415,205
334cab711dee080b079fa5779b584783,SP,1.0000,11
8d956fec2e4337affcb520f56fd8cbfd,SP,0.8952,210
e5a3438891c0bfdb9394643f95273d8e,SP,0.8148,216
138dbe45fc62f1e244378131a6801526,SP,0.9592,49
5058e8c1e82653974541e83690655b4a,SP,0.8710,62
9674754b5a0cb32b638cec001178f799,SP,0.9643,84
23ff42c4bf1f8f16cddb19d8b972974a,MG,1.0000,2
49067458c68f7701fd334ce326accbe0,MG,0.9412,17
dfa0c4c6229ab200a4a1336b4d7128ff,SC,0.9610,77
6c7d50c24b3ccd2fd83b44d8bb34e073,SP,0.9821,112
5cbbd5a299cab112b7bf23862255e43e,PR,1.0000,36
ca3bd7cd9f149df75950150d010fe4a2,SP,0.9559,68
323ce52b5b81df2cd804b017b7f09aa7,SP,0.8276,29
76ea5315acb3f5f7ade3cd261faf922a,SP,0.9333,15
70125af26c2d6d4ef401a1d02ae7701f,GO,0.6000,5
c84592044b180dec206770c38603814b,SP,1.0000,14
ba90964cff9b9e0e6f32b23b82465f7b,SP,0.9474,38
20d83f3ef0e6925fd74bfd59170babf7,SP,0.9500,40
23a0ffca143a15b9b5bbdb7d552f626a,SP,0.8696,23
32b8764b4ef628b53608fc34011fcc13,SC,0.9167,36
0432ead42b6c8a0bdf68154add917fdf,SP,0.9634,82
2a261b5b644fa05f4f2700eb93544f2c,SP,0.8039,51
f680f85bee2d253556ac91be391d2c82,SP,0.9778,45
3785b653b1b82de85ab47dd139938091,PR,1.0000,21
d379f449f2a3b271bc01c0782020f705,MG,0.9643,28
7ea5bfa6c340f58f8e71fc1f0412b0d6,MG,0.9271,96
1a3df491d1c4f1589fc2b934ada68bf2,SC,0.9437,160
e81e1f9c3e762e620f3fb60a51499e16,SC,0.9412,17
6560211a19b47992c3666cc44a7e94c0,SP,0.9357,1819
596849622429351f47b32e6cae1055ff,SP,1.0000,13
718539d38d07dd351c76db862760e2e2,SP,1.0000,35
b76f4d90e85657a240495c876313adc5,SP,1.0000,1
0b90b6df587eb83608a64ea8b390cf07,PR,0.9632,163
3bb32fedaa74e4ad20f4ce067733bd31,SC,1.0000,2
ae8bfdbf1c2a2a2dee92d799db0a31c6,PR,1.0000,8
679769a98cfcc6da877c8486ff1c13f3,MG,1.0000,21
febab0275244b9a49a623f0bd613ca2f,SP,0.9528,106
f3da5b2ff499efb8d4a6d371d175d7dd,SP,0.8571,77
1acde099eb406aa220b1169b188b42da,SP,1.0000,9
45213867cefbf2cd4c6177e10216a951,SP,0.8571,14
a420f60ff1aa9acc80d0e42959f2b313,SP,0.9104,67
ad97a199236354e53fcd91a5a913e9a2,SC,0.8750,16
c3acdfac4e3e97ff87529454fbc03642,SP,0.9167,12
fde0cc9ea29c8ccfc0a2c22256a58c71,PR,0.9714,35
e63e8bfa530fb16910dd6956e592bb81,SP,0.9512,41
5343d0649eca2a983820bfe93fc4d17e,SP,0.9000,70
e4ebd3f87bf70440014f07ddda7fbe03,SP,0.8571,7
33a17d60c64393351ebf1ef860f4e0f2,RS,0.9767,43
640e21a7d01df7614a3b4923e990d40c,SP,0.9304,115
d57e18d5f73c7ccb7f7339b61166898d,SP,0.9672,61
dd2bdf855a9172734fbc3744021ae9b9,MG,0.9429,105
55c26bcb609f480eb7868594245febb5,SP,1.0000,6
715bbd5ba4e6b74cb0d2f29eb45058b0,SP,0.9194,62
bb7a14e229b1c95156719c3d9552eeee,RJ,0.9000,10
edc518ba25576a0188a0e8f2c3af186f,SP,1.0000,6
4c18691b6037662be2df78a765d98ab5,SP,0.9206,63
95f83f51203c626648c875dd41874c7f,MG,0.9400,50
6b243f80ed07b10f0e8aa0f21a205f3c,PR,0.9620,79
2089a6d640999f9b9141ac719b2af596,SP,0.8537,41
698f5fa55a5f73d0740e9d9a773e8093,RJ,1.0000,4
3969863bb8af7f72580b3b1ffd3a17b3,SP,1.0000,12
2a5b78b41cd05baeac8df54c6606b92c,MG,0.9783,46
08f5819815f3d06545011850bd70f0a8,SP,1.0000,3
b32be1695eb7ec5f10f72d9610a12527,RS,0.9545,44
b94cc9f10ddc85e4ba73a6f7974e7101,RJ,0.9231,39
53243585a1d6dc2643021fd1853d8905,BA,0.9569,348
6df688df543f90e9b38f4319e75a9d88,MG,1.0000,39
7b1222c3624aa89b9558b50a2594188c,SP,0.8636,22
570d4583587a5fe2d47c7be89b91ad27,SP,1.0000,2
b33aaadd1a8891d2dfef0c4c3bdf0371,SP,0.8750,16
5d9dc90a686a8fddacffab6bab5653a3,SP,0.9167,12
dee656f0f566ed1aa85bd137c943f08f,SP,0.9457,92
d673a59aac7a70d8b01e6902bf090a11,SP,0.8987,79
966cb4760537b1404caedd472cc610a5,SP,0.9701,67
d4a5e99e0dd915df64ba55a7fbd583fd,SP,1.0000,2
2c2c9832d1bb38c5b0034a3b47d313ee,RS,1.0000,1
f3b80352b986ab4d1057a4b724be19d0,DF,1.0000,86
9aa388272ee334b6ae07bc73706e254a,MG,1.0000,6
2b03ac196f5ed62ac483960fe0fa3b65,SP,0.8571,7
ed4311e67debd72b8610a5347a743087,SP,0.9200,25
f52c2422904463fdd7741f99045fecb6,SP,0.9167,12
1354d51653f645349064725ed204e85e,SP,0.9444,18
5b664594895aefb418afaee6d40a9a23,RJ,1.0000,16
ec4608a1f76453166bb312b2968aeaf4,SP,0.7647,17
cd68562d3f44870c08922d380acae552,SP,0.8197,122
082e0bf4cb865a6533b1e8e498cc0255,SP,0.8182,11
28405831a29823802aa22c084cfd0649,SP,1.0000,6
b1b3948701c5c72445495bd161b83a4c,SP,0.3571,14
723cd880edaacdb998898b67c8f9da30,SP,0.9091,11
00ee68308b45bc5e2660cd833c3f81cc,SP,0.9111,135
701938c450705b8ae65fc923b70f35c7,SP,0.9324,74
f5f1f2c5f923f36ad79ea1d07185ddc9,SP,0.9000,10
cf8ab1616079e2793aa29d524df01bb1,SP,0.8333,6
59b22a78efb79a4797979612b885db36,MG,0.8720,125
ea8482cd71df3c1969d7b9473ff13abc,SP,0.8958,1132
5b925e1d006e9476d738aa200751b73b,SP,0.9365,63
06bb3a2fe5e7b7a845b13e8fb91bd944,MG,1.0000,17
fe2032dab1a61af8794248c8196565c9,SP,0.9113,293
3092c0b297aacfb4bb6e056ebe13b9b8,SP,1.0000,16
cd6efc47efaabf134f8bdb654e10b4f1,RJ,0.9032,31
4e17c65a516f69d023a2ae78b84f28d6,SP,0.9344,61
a8739afb32aaa45e01815ca76f76f54b,SP,0.9231,13
e3d3b3efac954a60d61be70b7e05b49b,SP,1.0000,3
d558ebe531605a1285ab2b1bc3256dfb,MG,1.0000,3
33ac3e28642ab8bda860a2f693000e78,SP,1.0000,34
18a349e75d307f4b4cc646a691ed4216,SP,0.9358,109
a72c2f59332659e361d647515c698798,RS,1.0000,5
b55638ad525e906c698fa2ce742c1742,SC,0.8182,11
be9a160a9011f627c3e121d076c1ec7b,SC,1.0000,5
ed859002ad59dbf8cf3602696a6c3000,PR,1.0000,6
12b9676b00f60f3b700e83af21824c0e,RS,0.9850,133
a080fc8a850289b27500f6b49cca2553,SP,1.0000,4
8fdca8e349553f99bc738833a62c8802,SP,0.9545,22
4ebdc7e6cd6102a022dadc49156d4ea8,SP,0.9655,29
612170e34b97004b3ba37eae81836b4c,RS,0.9813,107
2a84855fd20af891be03bc5924d2b453,MG,0.9677,155
439a47cc365d6e3bd526812ea9de3c29,SP,0.8750,8
4b9750c8ad28220fe6702d4ecb7c898f,SP,0.9217,217
5a05a16bb50629ee31afab8a6d4c2674,RS,0.9286,14
8cbac7e12637ed9cffa18c7875207478,SC,0.9394,66
fdb9095204a334cd8872252ffec6f2db,SP,0.9348,46
aae3bfea055532c57fb453ed3ec80b30,SP,1.0000,48
9bcdfa7b615b3abb9461d9e3ad9886ae,SC,0.9286,14
2dee2ce60de9709b1a24083217181a1f,MT,0.9815,54
f84fa566034f5e8e880a07ec624c56af,SP,0.8652,89
9f50216bfd01913736a55a11b55ea842,SP,0.8235,17
2d518637f53161b973e01f56ea4bb88e,SP,1.0000,13
aafe36600ce604f205b86b5084d3d767,SC,0.9535,129
a7d0f8dd44f57ef6de7f7f02e3d82630,SP,1.0000,2
5b07547f10dd980738a1a27f685af669,SP,0.8462,13
5882820ef11c4c068eea0677a7a879b4,RS,0.9286,14
7357b52d27cbaa90f81a96cbc1279396,MG,0.9167,12
398cb257329ef7af7f1943a8974a3cbc,BA,1.0000,1
c4af86330efa7a2620772227d2d670c9,SP,1.0000,4
a888faf2d1baececa6baf9c3d603ee1f,PR,0.8491,53
681fce914360217db47784ae28905a96,PR,0.8696,23
2f9b7ce230a057a98a9f5df5893ee36c,SP,1.0000,2
41b39e28db005d9731d9d485a83b4c38,SP,0.9358,187
609e1a9a6c2539919b8205cf7c4e6ff0,SC,0.9770,87
3d4b1ae7539303b5704493798893e82c,SP,1.0000,6
65a7c0788e4d632ccb5e1b594b87f0bb,SP,1.0000,3
001cca7ae9ae17fb1caed9dfb1094831,ES,0.9333,195
2eb70248d66e0e3ef83659f71b244378,SP,0.8610,187
6061155addc1e54b4cfb51c1c2a32ad8,SP,0.9643,28
c6bda72e4dbf5c5866b13cb1810c6d03,SP,0.9661,59
3985a3c45be355a4c57fde108bfabd1c,RS,1.0000,7
cd06602b43d8800bd0afad514919d35c,SP,0.9535,43
f44b6f775a2b390380e0e30b5c9d3eee,SP,1.0000,10
e882b2a25a10b9c057cc49695f222c19,RJ,1.0000,57
28c7d8743fbc8679f484868cc0fcaefb,SP,1.0000,3
9baf5cb77970f539089d09a38bcec5c3,SP,1.0000,31
f4a04f7be452aa3bb31760bf00055dd0,SP,0.9444,18
dbc22125167c298ef99da25668e1011f,MG,0.9746,394
bc302730ea8cf49b5c74f579febb5bbf,SP,0.9091,11
951e8cef368f09bb3f3d03c00ca4702c,SP,0.9194,62
d91fb3b7d041e83b64a00a3edfb37e4f,SP,0.9370,524
3d5d0dc7073a299e31fa718ce1bc00b6,RJ,0.9048,21
688756f717c462a206ad854c5027a64a,SP,0.9136,81
9b00ed88b7fdb95d6ff76e27c1b52d16,SP,0.9348,46
4be6b962d83299498bae2190f95d6566,SP,0.9091,11
c864036feaab8c1659f65ea4faebe1da,PR,0.9655,58
79565f7d5603b24ddf07ade262547f2f,SP,0.7143,7
ba143b05f0110f0dc71ad71b4466ce92,SP,0.8434,83
bca9230d3bbb4efa51872bf605a2f1ad,SP,0.8000,5
8b2d4ab22f42c5cfc338b846decfda60,PR,1.0000,6
d9bd94811c3338dceb4181f3dbc0c73e,SP,0.8889,54
e70053bf73d1b5863932e53a9fa47496,SP,1.0000,7
dbd66278cbfe1aa1000f90a217ca4695,SP,0.9412,85
e7d5b006eb624f13074497221eb37807,SP,0.9286,28
04fdea0c111866e6cf812f1570d6b5bd,SP,0.8750,8
7c67e1448b00f6e969d365cea6b010ab,SP,0.8993,973
66dc1b1632bd6a3e508510c5b3492107,SP,0.9722,36
939e6227d6964a11a70aa91243e418f2,MG,1.0000,4
91f0eec23d4a61d7d7caeefa3f0ad1ca,SC,0.7273,11
b335c59ab742f751a85db9c411a86739,MG,0.9667,30
c24173065483e421f9e5e7f599de101d,SP,0.8889,9
