product_id,weight_g,volume_cm3,category
5145cef9f9e1293cf8cba2c924eb94e9,11600.0,67280.0,moveis_escritorio
83b00325c13c44245b2c3a2befa62a0e,10700.0,64000.0,bebes
5ccdfc35d9cff8db4fa46b83d5712899,15700.0,92340.0,pet_shop
331e79a28ee5afbb321a3146653085f2,10725.0,68970.0,moveis_escritorio
08c63555bbee955cad9c6a9feab9e9d4,11350.0,51170.0,utilidades_domesticas
c1afa44a5a60e2e7cf7280e57eba0597,12300.0,52800.0,ferramentas_jardim
39774ab6b55af4ca99782e23935a97a4,12050.0,67716.0,moveis_escritorio
0fa8853b873ba06e7d27385fbb1411ca,16250.0,68970.0,moveis_escritorio
362e37b5c8826ef516a607cb5f99b8f1,13350.0,66500.0,esporte_lazer
b0e3993f15923db74f7aea09b8043717,16400.0,96460.0,construcao_ferramentas_construcao
c07d367dd7b78b0558e7a3e1e1a975c8,12850.0,48000.0,cama_mesa_banho
ba3a1ee42fbee80933b0d24a275827f0,15250.0,52800.0,utilidades_domesticas
f4d450a6163f21cf9db8bcdf8c7e50f8,12125.0,97498.0,moveis_escritorio
b5f0fcccccb9b8be8914e92fd322804f,15950.0,87750.0,eletrodomesticos_2
3b7d1b901fe011eddf729f636ed0f861,15400.0,32487.0,utilidades_domesticas
87feb07adc221a4c6cdf051ea1afd0ff,15833.0,50625.0,eletrodomesticos_2
29c9a765d2ce9ee6d6ee72d6c316b9ef,14900.0,96000.0,moveis_decoracao
c7b3cf9de7be95b3e09e7a63315685eb,16250.0,37206.0,malas_acessorios
fa9cc1dfd86d0877d43101973bf26eee,10200.0,57120.0,utilidades_domesticas
07f381c65e8e66460c07781b9b1b8834,17050.0,93744.0,moveis_escritorio
f2260011ffd0ed4238e48fc8dc2319de,17600.0,49000.0,eletroportateis
eab67bf937aaadc19f83383a331d2dd9,10975.0,48654.0,moveis_escritorio
78d622eda7a1b229d04311074b1029aa,17950.0,94192.0,moveis_escritorio
a02d0123079f4ae96001ba2010d1a2df,12000.0,70875.0,construcao_ferramentas_iluminacao
9df0e8a7eef2a38b74e6d5c0e224b11f,28600.0,160433.0,moveis_decoracao
37f9b5f1e37fc317e03a93b80915992b,10500.0,41600.0,moveis_escritorio
68a058d125ba1544e726898f0b8c0523,10475.0,45084.0,moveis_escritorio
c827fb43ad0fb8708f34c2911fdc164b,10600.0,20280.0,esporte_lazer
bf5d132b4d30a18970b8ee7798725af1,10800.0,79625.0,moveis_cozinha_area_de_servico_jantar_e_jardim
9981d5a8b44135a14dffa76e857d2d83,12500.0,64638.0,moveis_escritorio
f3ce47ccf98da2906f6b8b1387618e07,10250.0,61250.0,utilidades_domesticas
cc31a2f3eb3df109e2e7dba6b15da5d5,10500.0,48762.0,eletrodomesticos_2
fbd4031ddbc3d02b95834b62769d3ad0,10050.0,58682.0,utilidades_domesticas
a129c8279ee7fa447a6e8726f619dac7,28750.0,54560.0,bebes
7b0837837bc77c47aff31afc04286281,10700.0,37720.0,ferramentas_jardim
946b20e2799c73ad1f8f95440f723ce4,16800.0,23625.0,cama_mesa_banho
b4436da747c3a53ab07ac0e71de17dcd,24450.0,105000.0,esporte_lazer
24619f43ab25b60db576926fd78edd39,18800.0,86625.0,pet_shop
6e86c76c9073070701739dc4fae68a6b,12600.0,70875.0,moveis_decoracao
5ef700515181623872771a16d1371cd4,12250.0,12000.0,casa_construcao
0b814a3c8fa6dbb849df7c28c1bd6831,10700.0,64449.0,moveis_quarto
7a6aebc4c1205818e64f9275475a73e9,12850.0,112896.0,moveis_decoracao
919b08607e72077425654ac5fc0b5528,17250.0,90750.0,moveis_decoracao
823fbf290afe6e92a33834f5ca39e0f9,14100.0,86549.0,esporte_lazer
a01df785213c3ea6d2a918f9095af482,18600.0,102144.0,moveis_decoracao
24aba57735be13fd785bc04d1a8812e4,21600.0,85050.0,
11fd9d7ba552e1d28872e008acf1e050,10225.0,2299.0,cool_stuff
bb7181410b4e02f93f3697f765db53c7,14950.0,81620.0,bebes
0f3777229e40207d248acfd6e1f716b6,30000.0,207270.0,esporte_lazer
5016388edcd982069aa2d39a8a878da7,22800.0,136500.0,esporte_lazer
922ec0e0e2ca6416b4671198410cbf50,20900.0,125000.0,malas_acessorios
0454c95c31d75e5f86c354896a3d9814,25000.0,54880.0,moveis_cozinha_area_de_servico_jantar_e_jardim
450c25d98ed6923154a934554475bf13,19150.0,105792.0,beleza_saude
5eedf4c1aa6ce63c49b7e0c547bf0ad9,14500.0,96000.0,moveis_decoracao
8d070077591cb06503a4933e5050bc69,10075.0,48654.0,moveis_escritorio
b31c642959824fe2c1588ef5945d27f6,14267.0,153467.0,bebes
b73f6899a58fe7a37e55149e9a11c717,10500.0,69642.0,moveis_escritorio
f71973c922ccaab05514a36a8bc741b8,16100.0,100100.0,malas_acessorios
9e28a904bf99a4b3d1548580a906b3e7,11200.0,14664.0,automotivo
c92f0e7b9d49a9543558d6532772441b,17550.0,68620.0,malas_acessorios
68821aa251c8715f0c4199f413511411,11150.0,3136.0,esporte_lazer
d7e446a8f36339b1a9d059d1237159c1,12050.0,72000.0,utilidades_domesticas
b8fb835549196ef18695839a1a749584,13450.0,80640.0,moveis_decoracao
34f99d82cfc355d08d8db780d14aa002,25950.0,155610.0,pcs
c02e3653af29a9204c8ebcbb20f4e475,22150.0,132848.0,moveis_cozinha_area_de_servico_jantar_e_jardim
47920da896bbd89e851429c78a7a7a8b,19400.0,120960.0,moveis_escritorio
4178e16324fd0c9a8e18463caf390cc6,11600.0,58045.0,cool_stuff
cafd558df4c3c9d1c338ba6930ea9a62,16450.0,98560.0,bebes
26a4f62a409a78816adb31e0d729a163,11100.0,51150.0,
2ea92fab7565c4fe9f91a5e4e1756258,10600.0,34800.0,papelaria
2a209ce7ce3ea3a21cc0b4c36495e9df,15225.0,9548.0,eletrodomesticos
638bbb2a5e4f360b71f332ddfebfd672,20850.0,125000.0,construcao_ferramentas_construcao
12803e6c48756086227e39a8a2d2026b,12000.0,18600.0,cool_stuff
af51d485dc5255ba2e18b21b550156e6,22350.0,125504.0,malas_acessorios
ecf9484703bdfb9cfcc1ac9c2084b567,11400.0,38475.0,utilidades_domesticas
4efd35570dbaaa27e216bd8bf3ed4cf3,15925.0,67716.0,moveis_escritorio
4c1bbc12438daec98a77243c2bf7a3ba,15475.0,47061.0,moveis_escritorio
b4b41230d7134dd767bc903a9c773f18,10700.0,88000.0,moveis_decoracao
b6106bf3d09b8fdd33c3a9559da43145,30000.0,187200.0,moveis_sala
b7538ba9e18ac05ea16d53aea0867f24,10550.0,63000.0,cama_mesa_banho
25f86162fee18735fffdb762dcb10d7c,10800.0,52488.0,cama_mesa_banho
cbb698a524aa75c4c6c9248368ebba55,16100.0,67500.0,cama_mesa_banho
040b8534cb74ddaae70c21541f449630,13100.0,74800.0,construcao_ferramentas_jardim
f3dbf072e817667fbde052aae313cce1,18500.0,8580.0,esporte_lazer
be021417a6acb56b9b50d3fd2714baa8,14300.0,43928.0,utilidades_domesticas
e940125d0a3c309f58f41cd21e39af06,10550.0,63000.0,eletronicos
0db4869ac8a908414823d44d742f5ba3,17000.0,87696.0,moveis_escritorio
0da9ffd92214425d880de3f94e74ce39,10900.0,19656.0,construcao_ferramentas_construcao
657247f6f60543b93e3cc708a8e6329c,18050.0,75000.0,malas_acessorios
1f411e9a31196b71ed8438c8254b858e,11850.0,62500.0,pcs
1dec4c88c685d5a07bf01dcb0f8bf9f8,17600.0,55223.0,automotivo
46e24ce614899e36617e37ea1e4aa6ff,30000.0,251625.0,beleza_saude
1bfb290d7273a442c874dbe74b4abae6,10075.0,91520.0,moveis_escritorio
ce5960e28657158637346e434013071c,10950.0,64800.0,bebes
8e630a6101b33d99671d79b67b87052d,10900.0,60000.0,casa_conforto
43ff57afb3419cc422d1daccbbb877b7,17550.0,90000.0,instrumentos_musicais
ba2c575c1739bce3944c1480d5ca934b,14550.0,64000.0,moveis_decoracao
f94648b3948c15f95aad0b5902be6025,10750.0,70596.0,moveis_escritorio
d99a9035db5875b38e59f9f55b9548f1,10100.0,32768.0,moveis_decoracao
028b0b0277744a9eaa2c4f57c24dcb68,13150.0,55125.0,moveis_decoracao
d6fe3b4ddecd4a8393c6a1385de3bfb6,16650.0,87696.0,moveis_escritorio
7ae5c4294636a8ccd3d8574daa6d7d21,12700.0,67280.0,moveis_escritorio
b9311d581f5f341576a5a2892168355c,10250.0,60912.0,moveis_decoracao
80ad583034527f821e579d479f82fae9,23900.0,182952.0,moveis_decoracao
d04bbac48960ecb7ea311b00ca6e1cb7,11325.0,56700.0,industria_comercio_e_negocios
4d687600c495f2049542171633cf1f77,18850.0,23625.0,cama_mesa_banho
f69581741831e1dcd24e28e299ad36ff,12950.0,48000.0,eletroportateis
2eb3c639a21ca3eeabf2ec13bf7bc46d,11350.0,60000.0,cama_mesa_banho
b17184dce2f379b2a98393d8ae885611,20800.0,112500.0,moveis_decoracao
b1bef728f668a4117c1129694b7f4bec,16150.0,94192.0,moveis_escritorio
ff7885ae23429394b64526e957ec809d,11825.0,64000.0,bebes
6fe2e0bce49965a508008e08ee9f575e,13250.0,96000.0,eletroportateis
7167da6310e9d767a909d5fc6490daa9,16750.0,43290.0,pet_shop
a0b7d5a992ccda646f2d34e418fff5a0,12300.0,64000.0,moveis_decoracao
