item_id,order_id,product_id,seller_id,freight_value,price
02bee300cb834a5d334ae42fdc325e7a#1,02bee300cb834a5d334ae42fdc325e7a,0b6a32b32a7dc68b12e8a0e0805c44d5,fa1c13f2614d7b5c4749cbc52fecda94,8.63,195.90
02bfd16c1a67263989b258fa92e20d3b#1,02bfd16c1a67263989b258fa92e20d3b,625dac8156b3157351e7257305148f3f,5656537e588803a555b8eb41f07a944b,51.00,39.89
02c371100bf54facae80322579c7fefb#1,02c371100bf54facae80322579c7fefb,3104dbf304c25fa1812a11ad924f8b57,e62b2d6ac10570a035a30bafcf01d263,9.34,49.90
02ea547b6d2ee25305588fd50df58b46#1,02ea547b6d2ee25305588fd50df58b46,b000447e24e31a4d7e628ca4d0622131,92eb0f42c21942b6552362b9b114707d,15.65,23.99
0300095becf10f9b2993706759522741#1,0300095becf10f9b2993706759522741,59f17be62604541797d4df87ae80cf73,4e922959ae960d389249c378d1c939f5,9.93,89.00
0301ec492e902f2630234df285fa2a1b#1,0301ec492e902f2630234df285fa2a1b,6cdd53843498f92890544667809f1595,ccc4bbb5f32a6ab2b7066a4130f114e3,29.30,349.90
03054d8a8eefc2981cfad06f58e27979#1,03054d8a8eefc2981cfad06f58e27979,3e31fd1419cc4cd6adad1925e72e3a03,48436dade18ac8b2bce089ec2a041202,15.16,58.90
032c9c5e050a01a77c20be3989064308#1,032c9c5e050a01a77c20be3989064308,88dd63919fc9ab693803578a04a20209,7ddcbb64b5bc1ef36ca8c151f6ec77df,15.10,34.99
0334c2700a7e8ac0f3efeb36b4a91e68#1,0334c2700a7e8ac0f3efeb36b4a91e68,2a217b8a9a09c938d8db704d99d7f053,3d871de0142ce09b7081e2b9d1733cb1,16.15,55.00
0341b60065c49221a27293793f11b117#1,0341b60065c49221a27293793f11b117,41c24b8ce92d1a2cac62db5edfd088b2,4869f7a5dfa277a7dca6462dcf3b52b2,22.43,102.90
0350e1e5b7265e23e84b1e467e0b6b82#1,0350e1e5b7265e23e84b1e467e0b6b82,3b0f7951038b105522c2d566b54421f7,ea8482cd71df3c1969d7b9473ff13abc,7.78,29.98
0350fc2d00f48ad8a74efdf4d2fd4bdc#1,0350fc2d00f48ad8a74efdf4d2fd4bdc,f20e2a3811156fe0a12b4cd5c3638195,432c37c9dfba871172ec162e20118b8c,15.79,29.00
0350fc2d00f48ad8a74efdf4d2fd4bdc#2,0350fc2d00f48ad8a74efdf4d2fd4bdc,f20e2a3811156fe0a12b4cd5c3638195,432c37c9dfba871172ec162e20118b8c,15.79,29.00
035d66b23a4bba74f8119f9ebe3458ee#1,035d66b23a4bba74f8119f9ebe3458ee,8983a3b149303c013fceabef902e835a,9f505651f4a6abe901a56cdc21508025,15.57,99.00
03720fdc92032ee4abd471d172006ab0#1,03720fdc92032ee4abd471d172006ab0,dd2ca29c9d0f93d3b1d28d7d7ee3025c,5b0cc932433fa5184b5b94bfe6bcc256,44.49,99.00
038297c93a230b204ceeca7e2720b464#1,038297c93a230b204ceeca7e2720b464,202d6bc7af7609f371b94e032925d314,1835b56ce799e6a4dc4eddc053f04066,15.10,28.99
039ec885e36627ae6353cfd42a41c5da#1,039ec885e36627ae6353cfd42a41c5da,55cfb8318af6fe90dfacf0892abb2cee,77530e9772f57a62c906e1c21538ab82,25.25,100.00
03a54d3b0f15ac01bad656997420d3bb#1,03a54d3b0f15ac01bad656997420d3bb,264afa6d3b31bde30f0f2693c84795d9,516e7738bd8f735ac19a010ee5450d8d,16.42,65.00
03b89e8b0ef3ba18cc903dbaa7aff107#1,03b89e8b0ef3ba18cc903dbaa7aff107,10be5827cbcb06a81f220d46dafd0af0,1464afc72f696af775557a821c2e253f,18.30,28.90
03c7acb8cfb3a3567a70fee4a1e2f82d#1,03c7acb8cfb3a3567a70fee4a1e2f82d,87700264f353c44d18c38c328d1fcd25,080199a181c46c657dc5aa235411be3b,16.14,179.49
03d842e44ef7cae41da34acb402983fa#1,03d842e44ef7cae41da34acb402983fa,2582fbe637afdcd03817b1b16b78fd60,7142540dd4c91e2237acb7e911c4eba2,43.22,59.90
03e94224875e6dec154cc7a142ce5de2#1,03e94224875e6dec154cc7a142ce5de2,99008b78e9206243c95a95cf02a71905,40d54b51e962dbe09cabbcfd33298dee,12.51,269.90
03f2794ace8d10c0af8614f6fac2be3e#1,03f2794ace8d10c0af8614f6fac2be3e,70d01ae15a5d5ee38388b90c0470d9b0,a3a38f4affed601eb87a97788c949667,18.20,89.99
03f83b59e7c7355647462745b18119f1#1,03f83b59e7c7355647462745b18119f1,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,15.10,12.50
04040ee654b248cdc512a68ecc83e4cc#1,04040ee654b248cdc512a68ecc83e4cc,cc7d8d232e6f5f27b70be81b68e27d6e,da8622b14eb17ae2831f4ac5b9dab84a,15.29,259.90
0417dce62cd5791d3d0005ca971b2ba7#1,0417dce62cd5791d3d0005ca971b2ba7,664085fcb2616db929da15dc9ac204b4,ea8482cd71df3c1969d7b9473ff13abc,19.04,27.99
0420dbc50fc554e303e4b2d6b39063f6#1,0420dbc50fc554e303e4b2d6b39063f6,7d854ab97c64ef9df2bbfaf332765786,aac29b1b99776be73c3049939652091d,26.98,64.90
0420dbc50fc554e303e4b2d6b39063f6#2,0420dbc50fc554e303e4b2d6b39063f6,84a87daa85c8b432d90bc1baa0cb4388,aafe36600ce604f205b86b5084d3d767,15.94,59.90
0420dbc50fc554e303e4b2d6b39063f6#3,0420dbc50fc554e303e4b2d6b39063f6,fdba6f37e0258dbca54eb0ed8b293ae0,aafe36600ce604f205b86b5084d3d767,14.72,59.90
0435b65bfd0a1cd1c48a82f5b405ea78#1,0435b65bfd0a1cd1c48a82f5b405ea78,6a23c2eb9acc78f8ec403be9c6210dd4,7c67e1448b00f6e969d365cea6b010ab,34.20,119.94
0438fc3e115633e11a93c878a1591016#1,0438fc3e115633e11a93c878a1591016,afeeea6271148ee1bb15173b8187c431,53243585a1d6dc2643021fd1853d8905,15.22,249.00
044d94a4ac73b24fe28ff5293ac35bd8#1,044d94a4ac73b24fe28ff5293ac35bd8,06c6e01186af8b98ee1fc9e01f9471e9,fc906263ca5083d09dce42fe02247800,25.63,39.90
0452092bf08cf43ddab32ebec9e75d2d#1,0452092bf08cf43ddab32ebec9e75d2d,290ada89b05e1dca2a4fe42f1cfc012e,54aa8463e87776b5612f4bdc4bd5d4de,20.40,29.90
045c9852284420b9c02d156436e1481c#1,045c9852284420b9c02d156436e1481c,115e606ac8059e4cfa1c6c3310fb365c,1838dd9b8977065acf51d95e0053ea7a,15.23,39.90
04a59fe46fc5aa341da5378c195ed53c#1,04a59fe46fc5aa341da5378c195ed53c,2a15783d3cb601f8d9a6a86806b037b3,855668e0971d4dfd7bef1b6a4133b41b,15.18,60.00
04b7738ad5fbb213eeb7a2145bea8242#1,04b7738ad5fbb213eeb7a2145bea8242,441293f432282ea2ab9c82fe5f0fb875,624f4ece8da4aafb77699233d480f8ef,16.46,159.00
04b7738ad5fbb213eeb7a2145bea8242#2,04b7738ad5fbb213eeb7a2145bea8242,817e1c2d22418c36386406ccacfa53e8,624f4ece8da4aafb77699233d480f8ef,16.46,159.00
04b7738ad5fbb213eeb7a2145bea8242#3,04b7738ad5fbb213eeb7a2145bea8242,9163c7e81fd68452472912c4cde810aa,b499c00f28f4b7069ff6550af8c1348a,1.98,39.99
04d9462386313112744bfe028575d10f#1,04d9462386313112744bfe028575d10f,9f2f03a7cc35b7c27e588388fa1e2252,2089a6d640999f9b9141ac719b2af596,17.54,397.90
04dd5aa087f6b04e0e145fb4c4fef047#1,04dd5aa087f6b04e0e145fb4c4fef047,afeeea6271148ee1bb15173b8187c431,53243585a1d6dc2643021fd1853d8905,18.61,189.90
04dd5aa087f6b04e0e145fb4c4fef047#2,04dd5aa087f6b04e0e145fb4c4fef047,afeeea6271148ee1bb15173b8187c431,53243585a1d6dc2643021fd1853d8905,18.61,189.90
051fcda88d997d3ff86012da2a556342#1,051fcda88d997d3ff86012da2a556342,d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,7.60,49.00
0524a4740833e4c479484d6fd2735725#1,0524a4740833e4c479484d6fd2735725,9a89064fd209d1c1661271942a65099f,0176f73cc1195f367f7b32db1e5b3aa8,18.11,139.90
05387d537bd2e5027aadbfb6a5123e4b#1,05387d537bd2e5027aadbfb6a5123e4b,386703f26f328414fe118e10a5d92675,ea8482cd71df3c1969d7b9473ff13abc,15.79,27.99
053fdca16d1f69bd52f908f070a19049#1,053fdca16d1f69bd52f908f070a19049,ed2067a9c1f79553088a3c67b99a9f97,cbd996ad3c1b7dc71fd0e5f5df9087e2,12.74,56.97
055336f2daf168319875b812d23de1d4#1,055336f2daf168319875b812d23de1d4,a058bd781185e59b75160f5133afad9b,080199a181c46c657dc5aa235411be3b,9.61,179.49
055336f2daf168319875b812d23de1d4#2,055336f2daf168319875b812d23de1d4,a058bd781185e59b75160f5133afad9b,080199a181c46c657dc5aa235411be3b,9.61,179.49
05580ea6005bac590a3f143473c9b296#1,05580ea6005bac590a3f143473c9b296,7724696de32f44179514a643987d416d,8f2ce03f928b567e3d56181ae20ae952,21.82,189.90
0571cdb407bf04b419c94ffd7acbd874#1,0571cdb407bf04b419c94ffd7acbd874,91b08d34d0ba4db44da2dc382867ba49,b76dba6c951ab00dc4edf0a1aa88037e,15.65,6.90
059c0bd12954b4e72327c0ff67d9f2e8#1,059c0bd12954b4e72327c0ff67d9f2e8,6f3b5b605d91b7439c5e3f5a8dffeea7,7d13fca15225358621be4086e1eb0964,13.45,145.00
05ae7d6bd78e2a61f4c0076a9d690aa8#1,05ae7d6bd78e2a61f4c0076a9d690aa8,c80124276571cd4bef53cf35d9b36c5c,2528513dd95219a6013d4d05176e391a,16.83,219.00
05b2ebbb3869fd116a0a1c247ba70d00#1,05b2ebbb3869fd116a0a1c247ba70d00,90b86c830114ddc888f6380a223ee285,d2374cbcbb3ca4ab1086534108cc3ab7,11.85,21.90
05c1808ab7242e387b4947245e0c0649#1,05c1808ab7242e387b4947245e0c0649,d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,14.52,49.00
05d27719c66597da0628a53f6009ed67#1,05d27719c66597da0628a53f6009ed67,386486367c1f9d4f587a8864ccb6902b,cca3071e3e9bb7d12640c9fbe2301306,13.81,113.57
05d27719c66597da0628a53f6009ed67#2,05d27719c66597da0628a53f6009ed67,386486367c1f9d4f587a8864ccb6902b,cca3071e3e9bb7d12640c9fbe2301306,13.81,113.57
05e6501cdfbd86fe9a3a788c3d411091#1,05e6501cdfbd86fe9a3a788c3d411091,ef703385b2707af7f9af3e185679811c,a3e9a2c700480d9bb01fba070ba80a0e,13.55,75.00
05fdfff95f5ea9ee431961288fce4e0c#1,05fdfff95f5ea9ee431961288fce4e0c,461f43be3bdf8844e65b62d9ac2c7a5a,b33e7c55446eabf8fe1a42d037ac7d6d,12.52,146.00
062d3e3b803bd3e569cf8c165602f8f4#1,062d3e3b803bd3e569cf8c165602f8f4,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,63.11,122.99
06450a9849cb4a8c2f3bbeba9995b64f#1,06450a9849cb4a8c2f3bbeba9995b64f,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,46.48,289.00
064e219a982901ccffc2d33432b77a2c#1,064e219a982901ccffc2d33432b77a2c,f032eaa3a45e2f8093255251a93efa70,218d46b86c1881d022bce9c68a7d4b15,15.03,134.00
06661c686ea79767c8ab8b8ffa3e62fd#1,06661c686ea79767c8ab8b8ffa3e62fd,9794fba8c8aa64ab4fece2d3cbe731e9,715bbd5ba4e6b74cb0d2f29eb45058b0,13.37,39.90
068027bd6fbd44e949cfb70acad89b55#1,068027bd6fbd44e949cfb70acad89b55,e78506414d2563b6414cfd84b7fa0802,fe2032dab1a61af8794248c8196565c9,9.45,179.00
06875ab72c5b9bb2eb303a70031bfeb0#1,06875ab72c5b9bb2eb303a70031bfeb0,f4c9a2926d5a2fe099ebbe7d0967bd37,643214e62b870443ccbe55ab29a4dccf,7.78,39.90
06a6627d9cc91a04e9d146bf65fee0a2#1,06a6627d9cc91a04e9d146bf65fee0a2,996ae0a67e63b78b427a1f8d07543e86,dc4a0fc896dc34b0d5bfec8438291c80,13.72,99.90
06ad94997dd34a7c2186b82d8e9be6a5#1,06ad94997dd34a7c2186b82d8e9be6a5,40cb7bb3d30559b9b6c4fb62bc837962,cca3071e3e9bb7d12640c9fbe2301306,16.86,59.90
06ae7271902bbb087fc093137fee6e81#1,06ae7271902bbb087fc093137fee6e81,da0bb22eb8eb2bce31a3784570528efb,3d871de0142ce09b7081e2b9d1733cb1,17.80,79.00
06aea78197dd41a649372acb8dbc33fb#1,06aea78197dd41a649372acb8dbc33fb,d42c1eec0891869c034f031ec9b81ecc,ca3bd7cd9f149df75950150d010fe4a2,11.73,34.20
06bad3a130e91f7b26791dba22abc0f5#1,06bad3a130e91f7b26791dba22abc0f5,1c4e2aab2f3631a70816d1765ced8ea8,ce7d1888639e6fb06b2749cbfdac1ff7,17.63,165.00
06bafdd8b6d0b5befb44337a7674a1ec#1,06bafdd8b6d0b5befb44337a7674a1ec,78cff417987f620d4277395265379d6a,4d6d651bd7684af3fffabd5f08d12e5a,12.05,79.00
06ca213ef85421d96ee0fe529d0f5885#1,06ca213ef85421d96ee0fe529d0f5885,1bfe62f326ac7bec0f5a83c10cfff228,3d871de0142ce09b7081e2b9d1733cb1,16.11,45.00
06d68cf3fe78e8d27c1047fe0346abc4#1,06d68cf3fe78e8d27c1047fe0346abc4,4a579d3f0c38c12a0e22c0146f2356f4,cfb1a033743668a192316f3c6d1d2671,9.94,59.90
06d6b5a626ba890f56dae296e1384f75#1,06d6b5a626ba890f56dae296e1384f75,8c292ca193d326152e335d77176746f0,7e1fb0a3ebfb01ffb3a7dae98bf3238d,15.80,150.00
06d8cb692ed19b092adaaf5337d01a39#1,06d8cb692ed19b092adaaf5337d01a39,e61c78a7343d82c0539d27df0f7dfc31,da8622b14eb17ae2831f4ac5b9dab84a,27.70,199.90
06f3401b97e4d89032cbd5ac7670247c#1,06f3401b97e4d89032cbd5ac7670247c,9d395a6bc9dbad2dfe60c8c92d8df397,77530e9772f57a62c906e1c21538ab82,23.62,148.00
06f4b63a078dd3d2ca46e379c2ab419e#1,06f4b63a078dd3d2ca46e379c2ab419e,083ffd30820b592e294de7ed668ff975,f8db351d8c4c4c22c6835c19a46f01b0,8.27,49.90
070b4a621a6d06dcff9122e5c04b353a#1,070b4a621a6d06dcff9122e5c04b353a,6ae3f85f46a37844372252496c77b4d8,53243585a1d6dc2643021fd1853d8905,22.34,219.99
0711b9c575a5235790c3f863179c3267#1,0711b9c575a5235790c3f863179c3267,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,23.49,130.00
0711b9c575a5235790c3f863179c3267#2,0711b9c575a5235790c3f863179c3267,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,23.49,130.00
0711b9c575a5235790c3f863179c3267#3,0711b9c575a5235790c3f863179c3267,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,23.49,130.00
07182ece031138fc6c7f81b60b1eb329#1,07182ece031138fc6c7f81b60b1eb329,94fb18015068e3550e6a8f0729558904,d4e12e7884759a14fa0f5f896c791cae,14.44,43.80
0744ce655e97e70eb03a99cf52385502#1,0744ce655e97e70eb03a99cf52385502,b9ee7519d0187d2389af62ba6c612963,78c99c6dff4eeae5be99bf635ed21e3f,16.25,69.90
074d6aba62abd52ad27529d3fb746260#1,074d6aba62abd52ad27529d3fb746260,82b73150f90f4fef92913e35b9984bb7,91f848e9f4be368f4318775aac733370,16.91,94.90
0755fe651d86dd2feb3c6fff952d81e8#1,0755fe651d86dd2feb3c6fff952d81e8,36ed077d2f4915bc4bd14ead16a028de,751bdc4d83a466c7206cd42e8f426b03,19.01,129.99
0760a852e4e9d89eb77bf631eaaf1c84#1,0760a852e4e9d89eb77bf631eaaf1c84,1522589c64efd46731d3522568e5bc83,28405831a29823802aa22c084cfd0649,15.35,35.00
0786c4c0e6cac26fe4f5c558b232e392#1,0786c4c0e6cac26fe4f5c558b232e392,5bf57bdef224b9486b45ebba37ec6191,a3e9a2c700480d9bb01fba070ba80a0e,16.06,62.00
07a0bc58f3b841724c5b8c649da441d5#1,07a0bc58f3b841724c5b8c649da441d5,7185389e32acf9c5c5f61e6a23c0ab3a,972d0f9cf61b499a4812cf0bfa3ad3c4,28.35,138.00
07ad2a87dfce684f0b6a23886db925c9#1,07ad2a87dfce684f0b6a23886db925c9,6d2fde7d12bb6ff367dbda120ba8828e,897060da8b9a21f655304d50fd935913,14.52,22.00
07ad2a87dfce684f0b6a23886db925c9#2,07ad2a87dfce684f0b6a23886db925c9,6d2fde7d12bb6ff367dbda120ba8828e,897060da8b9a21f655304d50fd935913,14.52,22.00
07c33a9470d0df2a30cc8a8ebd0288d1#1,07c33a9470d0df2a30cc8a8ebd0288d1,8ac47b3ab13c68f49f10dde899674149,ba143b05f0110f0dc71ad71b4466ce92,11.21,83.99
07f2e5679e13d0e45de9da85bb833558#1,07f2e5679e13d0e45de9da85bb833558,e27a738cbbcf6c8878c713af56835a19,d9a84e1403de8da0c3aa531d6d108ba6,7.43,23.90
07fbc4f433fc8754c492bc6dfb0b1c52#1,07fbc4f433fc8754c492bc6dfb0b1c52,0521fe3eb04940304b489d0fb49a37dd,e99e927c81e3f51739c94fcdfca9f10f,21.15,94.98
0807ef98d4c6786b58238e6dfb2d2a9c#1,0807ef98d4c6786b58238e6dfb2d2a9c,83ee94d59dffaab56d55b5766c6d1211,cee48807215b30a12ca2ca10ffb5f250,15.10,45.90
082c7986084072affce4f8c0a20a39df#1,082c7986084072affce4f8c0a20a39df,b746f0f77468910428130facb2ee2d1f,080102cd0a76b09e0dcf55fcacc60e05,12.48,42.79
084051935208c688c8cd5fae3d15810d#1,084051935208c688c8cd5fae3d15810d,89db899bdb35ae40d0901e38f21d2ede,2a1348e9addc1af5aaa619b1a3679d6b,17.78,44.90
08652363092b158440e2422e7c3ccaf4#1,08652363092b158440e2422e7c3ccaf4,251876e7ba013b87b7262fb2524e2d60,7aa4334be125fcdd2ba64b3180029f14,17.70,64.89
086f617d66181efa193629791e0a9076#1,086f617d66181efa193629791e0a9076,a01801e4d348c3375e43643085a6b576,6e4a902d1054e4e17aa6eab87fac1c75,18.75,92.90
0870ee292ce510fc7bf1ccd86a6d28c7#1,0870ee292ce510fc7bf1ccd86a6d28c7,f39235c3486cd7ead746fc048475495c,e49c26c3edfa46d227d5121a6b6e4d37,34.15,49.90
08763574782690116475ea62ffdecadb#1,08763574782690116475ea62ffdecadb,e9def91e99c8ecb7c5cef5e31506a056,850f4f8af5ea87287ac68de36e29107f,15.25,69.99
0899b756a6357ed330e0620ad548d70d#1,0899b756a6357ed330e0620ad548d70d,c201a862c6018d402222594d5229c613,c8b0e2b0a7095e5d8219575d5e7e1181,9.64,117.99
08a14ebab7440e5f7bfd8ca0b37fc613#1,08a14ebab7440e5f7bfd8ca0b37fc613,10d2b7a176cd8a35bcae7c15e0e7626e,8d956fec2e4337affcb520f56fd8cbfd,12.92,68.99
08acb70a4f06f300068802d8776fefaa#1,08acb70a4f06f300068802d8776fefaa,0a8b35c2fbc824f7e1015cf330e6cc3c,a17f621c590ea0fab3d5d883e1630ec6,9.94,45.33
08b57d9de8bb87cfd045a7bc735ba831#1,08b57d9de8bb87cfd045a7bc735ba831,d2e131d6f19ae0d665fc1a6c420b4f4c,7e93a43ef30c4f03f38b393420bc753a,14.27,779.00
08bdbdeaf1626720051193300f93806e#1,08bdbdeaf1626720051193300f93806e,ecbe1ef7e2903ff8b1d704ba78fa264d,c3cfdc648177fdbbbb35635a37472c53,19.28,99.00
