customer_id,customer_state
ba3f81b4928e851009ff39ebeddd520e,SP
b8106fd2ea14b1cb7d883bdbaafdc82a,SP
e2287d42212bea87fe363e728bd41e26,ES
b97527f774f4348a051175eefe8e7047,SP
ed0031841a4c57502d36d9460a7e23e2,MG
60582a6628af83a283474d8c94e3ff7a,MG
5e4c7fa1c287657de20c8e19c2f959a0,SC
254e327149dc394a4edc7ff695098547,SP
7f8c8b9c2ae27bf3300f670c3d478be8,BA
31eaac4f3ea617df8b8e5077436679d1,SP
569cf68214806a39acc0f39344aea67f,BA
bb07e71b9f9329b0b12519d519610049,SP
f277efbc37718499302b3e189bde8e35,BA
1efefe2921f93169b360de8c6830c48f,ES
ff4545a3148f5a22667f301e00cb5ad7,RS
033c0ab40161f39cabba89a415feffaa,PA
9d9fc80cdedb63de913387b502bee19b,SP
6821fda389d5e73f30e53114869e783a,SP
7b1189510beea7145ec61234465745ff,SC
7f34b35a198ead098d27d13705f084e2,BA
b03b8bf457533ef245fd5fa2681732d0,SP
a70394b12364e5ae44f4553c76076a6a,CE
2ef9aa87865d1090e352dcc1b116ac23,MS
8ca53db6e60cffad03828535d1fcc1a2,MG
299f7b5125c8fbe1761a1b320c34fc7d,RS
24fc6ae10363187c6761d4f8ad137cf7,BA
2aadb729e67afb7067245bc438cdde52,PR
0509cd76cbe3a75f898826c212bb3b83,SP
be9c2bbc3f4b220a693327fba72265d0,MG
d3e3b74c766bc6214e0c830b17ee2341,MG
e335e7e1fffa9b705d3453abb49890a7,RO
0f2ce860d58a0af36c83ac27a7b127fb,SP
26545a1a15e77138e98380c49a76053a,ES
20e9296ee6e31e906dd832d82eed92ba,RS
6f47b7699f8a027611922b02d6078f91,SP
b1b136ceac7fc54316f2280cd040ed6b,RS
d2b091571da224a1b36412c18bc3bbfe,SP
0dae7978fb6595f295dd3fd9ede02cda,MG
476a4abbe9551a54f5a9d06bccd2fca5,AL
473510bdc67d814c1feda19dc137023e,SP
8070cecab3f3dbd764a549623cfa6243,SP
0489975a325480c9e385e9f135bb13c3,SP
a3cce16d1def5991f7314b717b373ab4,SP
d9aa0fd51600102c2e7bdf3bf1649250,MG
4fea6b3a96c9c399aef5540b38c7025b,SP
fce5e90c12f6f040a4a77008ebeca230,SP
be188afbecaf3cabfe042bf53dfa2e19,SP
70adc37c97e196449a2b5dd84465c4b3,CE
3b6828a50ffe546942b7a473d70ac0fc,GO
25a742a013fa668dd2da9b49e7361a48,BA
f4d98068179c2289cd5f050f0ac67644,SP
7c029959cc691fbe5dba3ce8eee98d14,SP
9bd2f246e81c19f65c539ce426288ef5,SP
021e84751ba0ead75b6d314a6ead88d9,RJ
0b8d40b3e4564b081cddd81d7227344c,SP
dcd40f3746fb8ee4fa0fab8dc6c2d222,SP
54b307e9a6121f572faef4f220fbac3a,SP
1dcf37da2946cd5a450289683d39887b,SP
4c047a7a1169d69034904b2fb4abb348,SP
d44661372e501386cce8554861971115,SP
062184594d2f701642d78351528e8592,MG
1a5f9e24a9605dc54ffd4eec8835be86,RJ
f6cc975f9ed5f7d6d78d5f8ac711a7ac,MG
04c70b7e1a619d16dbd79757e543cc59,SP
4baaaf6362f7e72690d2c85b4f6f9eff,DF
42ebb2540882b272d9e0e452e2464e7e,SP
bf56aa6eb743bb7c169701ad0ee1bbc8,SC
6f203f614778c173ade2490e6684c399,MG
fe196aba95e52d084e7bb60dbd8a23f1,SC
df5c9e02596851fcbfc98804e4108bbd,MG
220e4b027f0294fd79d2869ef67e7db6,RS
5840ca4dabfc4e4eac43cdc7123390c5,SP
f81bed8a63f637b20ff67dccd843c2a5,RJ
2e22bee00067f79174a49def8fec481c,ES
aa1fd99d3fa9ef872384623522665eb2,SP
2cdced5335b76d6e563bfa3a40bcf7a4,PR
078bfceb258f6ee262174cbf251aa763,BA
faf620ef3ae77d18586f3d921d677e18,SP
5f8821579f7deebd8827b5dcc57bcb45,MG
fbea4ed949b70f597425d14164f82851,SC
060a46f3e1097e08371f2c8c7064156c,PR
00a6e2753fc2652cb87386ffbf5792b2,SP
e6ed40b69433d15314244f3ef50bcd29,SP
b59948a7b140d0a16d1683138820eed9,RS
fc849c5fbc7e2b0c7cfebc138886c693,RJ
5295c0f1f2053aa636bc034c2a85ab44,MG
59cf1a479d104e38587b9fe9d60febe3,RS
d241d89dc876ac8450f20fa9824eb416,SP
b18a495aae75db67b4f99a58d5e2f272,MG
5bbf0546c8ccf4dcfe02790cd73b6297,MG
4869c2c49b393e96bac32c0f844d9cd5,MG
78463bfeb649747e91ee9a424d0edc3c,MG
7bb3b0d45b4e1a13cd914e4a135e6bd9,SP
d71d5b39b7dfa38ca1beb3f5401ea668,PR
e78e95c694dc4c2aae6e6975bb58bd48,SP
64e37599865347bc3329d0d79faa8c4d,SP
55216cd56c9eaadec16f03d5aaf11d86,RS
18dd8dea5a8a50670bca1eed3164202b,SP
b25d246218db68891876e79b3476038f,PE
ba8a4209b5b60ac17ac458fdf1d34ddb,RS
cae5d18352d2eb7396bd594c706f3624,SP
caafbaf20864b4b9ce101b71a74677e7,SP
c421c11493ae12b2aa0d0e455f015299,SP
527b26bd8ea58b018efd96060cac5ccb,BA
95a001f306dfba60026ad846f37ab045,SP
c66b54f9bc3001f6550cec597c77f8fe,BA
6b419cdbd0dbc828c9fbd809cd6f983c,RJ
6cf4840b6dfe102270032fca98880fc2,RJ
0ff74aa01898256d6b270ca4fc4b9577,SP
c29b9637c3f255eb4b91e01a1f905f60,PR
4f3e1edfa3261b15f51c59030d12847f,SP
0df5896a6f325a7c16bbe6c4d80eb82f,MG
eab62436056c6ce3853a17dd6892951a,SP
bb7651b2df4512e6c29ff35a7b8cd754,SP
4945390b4dfdbf013ca3e9a5f312f247,SP
7f6409eecd4073f3002766034aa36e62,SP
6f33f93011237ac8e47e0652b5da71de,SC
750552a134fd72b2627d5dacba2d23aa,SP
b59240e14630c3dad40626dcdaf69b18,RS
3be5a877ceebea2954404c6ef8e70be2,MT
bc9340424036e7a409f72b4628d55973,MG
6f1b9db6eb561df558883985dbd941fc,RJ
f239edc4401c9043a2c8f37fe164b273,SP
148348ff65384b4249b762579532e248,PR
247d21dc380c7ca4269050fe3fc1a386,SP
4574518f4c6e0eef440e205139e125d6,SP
fac64b6875bc7840442069be52752e14,SP
3fd6777bbce08a352fddd04e4a7cc8f6,SP
51727f845a31b568a4a127475d6b5cc3,SP
88d808f3083f22381023e9dbb5e99751,SP
6ab85b3fac14f117ea275b5a35503073,ES
0148f71e97a15ed3cf071ea28250eb87,RS
a9f353609242c268174ec433f45f8440,SP
a956e20865cb062d7a3e7ae4c6ae756b,MG
3411e434834321dbc03ce82d340a0d78,RJ
6ad370043aedf67e3620fcdccd95bbf8,SP
33d0814c9eff200629eb49330ce5c6a3,AL
dd27328b5c29932ba47b1feba48d58b5,RJ
b1daab0190e21f1b1702791e68fcd940,MG
04c6e463d6568c157c2b96e5a4e34a23,SP
8a5881366c8a17270865c025f0636675,SP
21b4986e79d2c4215a20b1d560b9c51a,SP
9337ec2e1ef3abd571d0b65cd6054c65,GO
a2c0d0dea2025e9edfddd1952a437985,RS
aeb0c5aea1d62b3e494a86bad308f85e,PR
7d61bddcc4435ac5dd586d751ebca204,GO
db6505328f042b7f4fae7d80f3b0515f,SP
21f1477f3d02e7fd1ba28dc6c596dc17,MG
93d155119a2102bb21d426b8ccb8bdd9,SP
4a37008d0c29389ef1c8632e2c4d6ba5,RJ
3491062b95387d22e7378f83a9866e69,RJ
20e082bd38bebfc9f174eb2f74b6cd41,RJ
30d149ba8c3793107e4829a8aaa4406f,SP
94d33f0fa325a5e1a184a1806f98793e,SP
dfbfddf21e93f87163d8695b85506112,SP
ba682ab005cd6617c7d3384aabf4a45b,BA
e5d2e5d5a118426869969e7edf137611,SP
ed91cd9ea6e333288382a4adbefaffcf,SP
803996d0e510a99f243e939b6c6f705f,SP
4a9a0fbfec7f28adc3a7ab9ef3bdef08,SP
de4c2b462c44197b26b6e596865da44c,PB
4a2231202fbd4dfb5678c0241d7cf141,SP
eb1c0e1ca3e17eccaefb7f0d4dc659b1,RJ
020edf80d85585b9ccf1c48396ec32aa,ES
3cc640f13134a74f3bc34b9b0094d412,PE
3971ac136496b4368c1431bb5bce0929,MS
17ab7e50ec3908dbe699511e92f379b6,MG
4d8c75952e09254a602a3a059d0ac367,SP
6520161e793f944073a132d97e9af083,MG
5332220cc8eeb30685f818ac296ecb83,SP
594d026e19325c3e1a570e17b0cc0543,RS
0c5c8c5d9a4416010c6174ee6d8c59cb,SP
4cad7c4c5d12ac22f52c16a69d0663e6,CE
86ff82570097f39b2193254f540e4a69,MT
996595f66cb179af29159ee6c539dc10,RJ
94a67251f1d5468f05e0758a00cf070d,RJ
b9ba7233b3513f870b7ac3a5e0130234,MG
5964c075c70c23bd07753f8cd1503c55,SP
c2b0ea6dfda294a608886e885972199a,MG
884e5773f9ec5902aec38d330c7daa7f,DF
f90389504400442cf00ae1b04e8280a9,SP
26b32bdec947c658c37dcfca2859bdf0,SC
9849acf233e29a676126fe8d91c4cbff,RJ
7e7d2271d6f55b03b0bd4615c5f2de6e,SC
88ca1a52550c2c65c9b75121cc26b060,MA
d57a120a63ef1c58d8704dbf52553318,PB
71d824a92863847504035325c4865f7e,MG
2441a257e681c06ff2101ed765647ada,SP
eb4fea182012be623175b35ee37dfe50,RJ
536b1df32316c329518b521111cf5496,SP
25d2682aded06ed8da43cd4993ea3ec3,RJ
7b05d440176a2b2e195cc8957cbdfc8c,RJ
c5bbfe67cb7212c9e6390fcd598caf85,SP
ecbe0bf872587f3cb5633f2b5d9b9fcf,SP
3114d3d76bf813b06638b17da57a21cd,PA
6e8a9c87724e18b7e567193cdd3e4b45,AM
69ee62ecc8d2937fca0e1a3d4de5a2ce,RJ
2dbb87e382aba3b28963aaa6fcaf7132,SP
438843431aab8910d758e33a5b972f8e,MS
fec717a689c1907ac43d891a75cca92f,RJ
46dd1905ee29459b23f1fa504a77c6ec,RJ
d156b6d121b154d0eae17d8993d4dd40,SP
1204a88c6f98fdc14edcbc6dc6df434c,MG
08bdb18f09e1d64ab30eefcac034e265,MT
9ce954c266d631d96fca00f1eb740ef7,ES
f2b049ff24281feb3783cdc603ce75e8,SP
690515766f9073c82cc07cfa11c4fc11,SP
dddb49bfda245a56fa89d16181a90d32,SP
3ac33dfea62e0b085b5cfeb64bee5f21,RS
c903ba1283fbd5c51a9bad4ec9fd8d97,SP
293407b5065d8fd7fa7077179c1cca3b,BA
cefab390926b6fc3de3ca94c82ebb1ba,SP
2df6fa407bea6af2e165b3dc8355d382,MG
9801a1119c91032c99a15a846d4f5aa0,SP
301c043a32bc18bf8180bfa2e254180b,MG
0fc25a3451d81cfe409466e229afdbb0,SP
61bb85d582b5ccd1865eda014f0825c7,SP
00f73459a4d3be97ff307dc869da0aa9,SP
b494a22912f25bd9fd639019c32607ca,RS
b7aba705e32253c6d5159e0155ba4fac,BA
10c26a978ab664c211c871097f285a93,MG
5a99eaf5187e3741ee19a3b972befc14,SC
93c07a27854a22f74c7ad4f943585bce,DF
7fa774bf2be90197a2586c899c7e774d,SP
c21e32dc14bf1951f1cde9b3d149f35b,PE
426759c5e8f53301e8e8c644c4e73e75,SP
2da3c88ac9284b3bf9bea4cb79fd0e47,RJ
b3c3c1b58dad3d55671825fe3715321c,BA
6707fe92f6f05df40924ac311f930d8a,SP
4f28355e5c17a4a42d3ce2439a1d4501,RJ
3d467c5762bb6d35042b28517d723219,SC
f8975f0842ae1e4670a410a02b1b5053,SP
271f76c70ce217ee656713b99097eaef,RS
71b3c28ced6fa14321a92998ecd717e2,PR
9c2f403519bcb363683a7179f0f94bd4,SP
75fd3a6a9f3b2fc37cd7d26426b19bc3,SP
6dd7106231347cf1197b48cfac1db9a1,MG
6a3dbc73fd55e0c6ecbee56656482225,RS
84c705277cb95c7f347ada3ce5f1bbd9,RS
7acf55df0298e1d2c31200fb4f6fb93b,MG
05f1c2a8e913a4084727ac728bbdbec2,SP
cb153f91686e47164e735df3c91296d5,MG
d436bce514752338004b26a232f21008,MG
15f7712bb12fe27068e5353d14503653,RJ
dacb079d55ffb1d3955c5d923df3ebb7,PE
9f258623281e8e6c74463a67f640c4c5,SP
606ac72d2b2b2a89114d972d2e66a2a4,RJ
737d438cd631428265f911322d7e7f9d,MG
3ce8f9a70471f7eb4e9f4de10402dbec,SP
8a2fc75853530d4225f7fba2d836d387,SP
cac877e3b4e0495e13b2ad7c96aa5c11,RJ
7638f8b6a8a21e1256bfd5ceedc91a17,RS
cacade100f1ef4bb325438538d726a76,PR
ac13f7c32f187f3ee52677e5270e85e0,GO
6aee4197c58218b95b85a3da9d6b7c90,DF
ddbd5d378c4a0981ba1ef29fb8e40b8f,GO
4b7c71ee56a82b16431dbd5234c9c8f7,SP
325d0a903a3eb65f0b0c2bb61fd4a6ec,PB
750a271fdcccf222476369e4340d7274,RJ
f03c9c80de7a0a901cd92d8507717007,SP
2364ed5a865ac9d255eac0cac6366ea0,SP
369ec69ef76c47e51980b88a5740dc1b,BA
68c85132eb3b96fbe6cbddc09a568d24,SP
aa3d8c9eec8e52e90b117efe5e97a560,SP
d17ae8582d302dbd41b87e5028e8c0e2,SP
32df5b33f0b3abf4b75988b73732701a,MS
cb85fd1337a9b227e49fbcb893babd71,SP
6dfe3ddd436ac19e55962c1e03189bc4,MG
a7ad58f5e42ef88d447efe9d7b02f4df,SP
8805f5004091e5a6d6732b4b57c94e3e,SP
ab8844663ae049fda8baf15fc928f47f,SP
f1d8392057447bcc4dedf77c9a80edb1,SP
4990d6ec5b1b6ca2b76a73bba192a451,SP
7198d7088442e4ddfe553353d8ddc957,SP
5bfcaca2b18e3c038b1f2b33a0d1801e,SP
b0a44e6002f9ff27862759d0d1992f4e,SP
9dd475c34f4cc88c45bec1dc40f33fa4,SP
89d08063d07129349239d9584c768a9c,RJ
4229505b5f66e1c3cc7cacd14af16a8f,SP
1e12754604af85397680cb28482f73a6,SP
d2f3e714cdac1771b576fa1a70ed7c8e,SP
501c9cd7188003067cfbe04791e39d5b,SP
220367f3c3fb236001b6afb8d3c0e9aa,MG
15d268e1a1f123f6ed84dcb45b4df293,SP
fa71143c40df6a419c2656d2a05dd6b5,SP
0b6176d7c46eb2e5d839fbd9f6d1bce7,MG
59395768fbb6d0508eaf41eaf135ced0,BA
e7fdf001dc15351131c29af7d65ba701,PR
d3d5a2955341122b1b68164dcbbc948e,DF
5471b1f70a167766bc7eb4ed0f4d1b8d,RN
331252685d466953567f1972562ec167,RJ
dc0617ac29c280d79e4e2930274342ed,SP
bd08dfed0cf17e30968943b497ef14ec,SP
4860f134f8d652b3d93ee94e9d3aa185,RJ
38ccd077e65d89b8a720be73bfaa9c6f,RS
317fb4e6f110c2dfc11b19630875cccb,BA
218874412ede29f4f2cf826409ad90aa,RJ
8aac7e3ddd515089585bbab2b7d85aa8,BA
1b160c386763e9d5ef99a5afd66d61d9,MG
15bea20cd005ed59d34db54c6b32ec98,MG
48c83ab1910a8d95f8702dde180d658b,SP
65dd345a83fd68cf607c3df70deb40df,SP
c2ae100da1116b23a16e73c8decfd378,RS
2f1d78af6de0800385a0cc5cf4b7a794,SP
3187789bec990987628d7a9beb4dd6ac,SC
bd13582471af02ce718568d9cf8bbd93,SP
16474d0d0fb3c08f805bc4de00cea8c1,RJ
be687363317507b670445b40f548a747,RJ
2ec09b0312464955bea7d384332ba8bc,PA
81c19ba9169b16ec020f789b0e05b677,RJ
d5b301a2087b017c4a9ca9730a2b18cf,SP
935ceb581095e6dd41a24c74f2f0ca6c,SP
b9648176c3b792c649b44d811ae35b12,MG
3601d7ff340f497fa2bbe5a612e88844,SP
cb1e2bf26acb98ef66bb11447a218cc2,BA
bce1676dd0edb9474cba3d3aa9067024,CE
559f9d302aa523b2dd718e956f248db5,SP
a4a0c32813e4d6b4f6dd95dd11dc62f1,SP
e30b71f331d7484590d41e75507583fd,RJ
2e401a3a209079930afd5f9e57ec6bb3,RN
d25c28e2e418a2f688e8e17130b29b49,SP
e04f1a56c179e5072f239aa83ee0b5c7,PR
16fdfe3c4f948f802baee3f32d1f99fe,SP
bc2723356fa3f373b455c0a3112dc495,PE
df4058431c8103750dddc04b0b6583f2,RJ
1e46ef7cbf5b8032047691745edf0ded,SP
c9c7fe860d602373a9e93f8bfe9d877a,RJ
316540a76ab1fe860a9cddf7f2f6717a,SP
ef95061d7fabce59a19b991b10e9bfc5,MG
006fffc5b0accd275de3e3a4b6d0832d,PA
bf766ad0f00b31ea37a0cd27a0e2b64e,SP
fefe47950f42fddc66afdf7315a36dae,RS
c624328295d90847765ee77db086b58e,RJ
b4b7f7c1b2a1a968c55e72c5275e0c8e,MG
75c8bc2109f5fb856317aad61dca2dfe,PA
cd717f4d257d83f8fc1444f73167b8d6,MG
e413b51d04fdbe619c2cb28cda3046d6,PR
ad98dd84e944900f8cb73cc24e611d5a,SP
94df3c23c37dc051dbb2f1d03a3693de,RS
803ac05904124294f8767894d6da532b,MG
8628fac2267e8c8804525da99c10ed0e,PR
4183a12bf979a9f05ebaf0c45eef6120,PE
e05df6dee2d1b0a7782f771120b9e826,SP
0299a3ec7aac3a18ea88cfa6cf8a74f5,SP
855f0b8c477c57d9c5d0210c260459a5,MG
58b840c5c97a5749ba962d1e7a857d60,MG
97ad0d51c3ad245df8f37e747bbcb423,MG
e96b0fbad01c75bac4692b344f98d0b8,SP
fb713deec65d4832addaff1950dee895,MG
33a366be73843c5da3d68f3d3427afd6,RS
93dfd5dccfc590abda99d2e9f3960ea5,SP
3203358dce6a6dd1a5d190113a70b68a,SP
7c5f8c2e42af586aa1b1cc8d6bc40732,SP
46939ab7bca9dc469adc0c86acaa1082,SP
b7036379c8ca6db063c7e288cdea5094,SP
54b30cf929edf0b2c88698d991241574,SP
ed9a9009b3f1634f5aba2e8eaee8e494,SE
c7c5b46bed1f822b95dd5c188664e345,RJ
45cb012906505930fa83d7f85939a7e0,PR
99b27fd81ccca7419e44f9a0563af9e7,MG
e7679548f90781fac8359cdbe2e2c729,SP
e76048064c31c156e15c4a07c48a3b1c,RJ
f4f2d12420b95f9239bcda119491f2d4,SP
dc0c6d3b529e7df590a6a92ce5fb8343,BA
acb6cc6ec99086b8b53c858a0731c189,RJ
fdb50c069d85c482f1ecfde317595741,PR
94e4969b72d31602e59dbb8d2c7c1d09,SP
02ed2cff54eb047cdbe79dd0535945d4,SP
93f44a625d614fc2af27b2bd4ce2874f,SP
c39bde0d4030d5e31e654f0c20db9786,SP
5d4363d5a615f41111dd0cd8f0969780,RS
92f70647283582ec50ca1bb5794f6c90,PR
7e572970d84b6164550e059b22c1bca1,GO
661652a4ba9255d6a913c339ee78d5bc,SP
a9c9532060c9d245f06526c633d2dfba,RJ
d7d536ccde7b524ac5a42e24b000d982,MG
545b9a267af9ba134305649a5a51af74,SP
fc6408fa8083f3c01b1f287709714321,MG
0f9863eaf7169595f5a7699580ea5695,RJ
f9c5e7c93778d6fdb505bd69aae820b2,SP
98748c370ddce9072c32164a357de627,RJ
07730bcce8f619f15485de16f0793767,PR
26d51363d20344386df9fb922a155a26,MG
00b96a156e6827442e5ec7c620a39d24,MG
66f301b13bbabd16970b1f7a8f4e40ac,SP
bcd15e6f5399f2899de4482cf6783dae,MG
79990624398c7f07be8365fe30da10a1,RJ
4fa1cd166fa598be6de80fa84eaade43,SP
027efc2251512b9150aceb9a5e5b7f53,SC
bcc8d940cce330c07102f7857ae2da79,SP
7d428145472db20c245cfc1d7a6af615,PE
d68901955dc622165460ba6cb4ac49f3,SP
d6c81d2347ad5b090166bece40a93388,SP
49c38c2dbdb7f2357b97af94661d1956,RJ
571801f07099892d51d446575f25c857,MG
e0b36a2b88ead76489b6a2d913c997c3,PE
84ab0b89b5dbc8b53172eaa88f08681b,SC
45891ccdcbb2236785720594bf01624b,SP
b9e6ea4da5b6cd063dd46df2627bcd99,SP
02f0bc4b5ee293031637b7e8d75a5484,SP
9458c0a59d52908cec1b7ce6efe88c37,DF
e68e6423401e85c138229b23d4bf4761,SP
21e012f48ffe88ed1ff3c7584b1f0040,SP
64a254d30eed42cd0e6c36dddb88adf0,SC
42ec6e7b9d6b378c51d60ee3d0d65b30,PR
a0785cc747d7c90762ca245c1cad20f2,SP
156a795ddee88514dace920fe888c46e,SP
65acdabe561c40175647855bd9c61d07,SP
b169b69e3ad77c2ea0e63ae4710b863b,PE
c778263f217df8f1d3fa3aaf86a45a14,PA
38f1fb4bd44289ca591479b76905cdbf,SP
1fa8165134d1bc197e2bc4ebf659f35e,SP
a6468b1856e4a74b6c786117e626749f,CE
f3639d5ac79b87a62d0e0829e46928c4,SP
e86cb194c0a0517d578d5c412e2aaca6,SP
f94b42a1fbdacb6be65b3f64cd68ce5f,RS
cf96a08c56069584a82e7b49976a9598,MG
98cf5a598b51e6d8e0e169bb54bc807e,CE
07e37249529eedeca890d7a80979b91e,RO
da82d24c21654f951fedc813df8a5dc6,SC
cdfe21141f5df77ba0fb20bef6621a9f,SP
47cb699aff55772778a179d9a6b32bcb,SP
330ca6b207006779da875ef48faef608,SP
5ed8d20445c356efaf39b27949caa8c3,MG
bd82e5acdc4197ed672255f002b9cc45,RJ
0728f6d108255cb411a50fb646c3c7dc,BA
0e8ada3654b94e0d569b44233db3c9dc,DF
5193da38ee92ecd1078e8f1929b4ef53,SP
e957d597f76d275f40a848397fb6c7c3,SP
660e0dca520294ab5ff435d0298627f9,PA
df1669128bc89d6b100a5cb141157b97,ES
faee0cb7b3e2c9fd9f57ec04cb70d51a,SP
ccb92189b22e174f8813cce161768b3a,RJ
090ad6d0d50a83c661a31538f2642cdf,RJ
cf8ffeddf027932e51e4eae73b384059,SP
bab0c43a2325bbc9ea398b00f8db0717,SP
6b3d95268023f35b096811b8834a3d03,SP
ddcce6518b9590ef2f19603869eadcaf,MG
48558a50a7ba1aab61891936d2ca7681,MG
511b5a1256aa314a4c9480950b00f1d2,ES
b3519c0352b07bc3017acebea4ce6724,SP
e516dbd004a6367d636cf7f5bfbaefcc,SP
e13a5ed086aacc9b2b7466c78645b468,SP
dff35e4b5a960daa3287033b77b1c965,MG
872917a4ccc25ab1556c80a05a66e862,PR
c5c7f43ef235a5954eca2f6d585e75e6,SP
7f9a771719afa6802825b9f0793d980f,GO
18ad705482141f60ad05945506ef2b9e,MG
c9dc6fff8500f3735822d5356bcb0e1b,SP
7093250e1741ebbed41f0cc552025fd6,SP
376085f5d0619f4cc1ea6cc1eb6663d6,RS
6241793979a6c6169cce48dd999f3688,PR
839a0aca2e489a773724ca101f3f5c70,GO
0c7a95280b3f80eadd81c829e093dbec,MA
a0227ec32ff282dc027d2afd5982ba5a,MG
0258af3a8301a7331edc8ba02da35b7c,CE
74fd1de60f458a07ceaded11a698fbc3,SP
11185d8d8221dfe29861c0c27dfab584,RJ
752b19f57cd013e2bf4e3c62da5a29e5,RJ
2238c417bc745d8fa7d7389d8b22154b,RJ
812db10465ec8fed84262db66f615f87,MG
7a6f04bd77baa1ca5f68a99cb29f6f2c,SP
ddc305318969c71969b82bd97a1d1560,SP
33b0d5c2438d9cd6426c6568dfbb908d,SC
8541c0582891ea72a5d4ebf29ff85794,ES
1e3dbf396a2b6fdc1547c9efb69ce495,SP
c499f24d5aca03c90fa6ee05d32d0988,PR
d2352eb89c2f0a1e01fca14e007aeb87,PA
a83f8e4b9176a5b958f7301342e32e59,BA
ef2e2db30b8ddcc38f5106667b554b51,SP
5c4fbfda89ecf784397c5a99ec36601a,SP
eca08a2a142685e81a822aff8d3df37b,RJ
22569cf3f36b02da715a15f53101ed52,RJ
078a6dca7a00e66f3abf78d3ae96825a,SP
96d3fe655ac136a3575eec6f7bd4d698,SP
8960ce4eea38d38519114455d943d56b,PR
7df71d1652cfba8b2a70cf665c960f74,PR
3f979bbdedf57087a39ae7fed98ec7de,ES
437820aa4853d90478621dffef1aae45,BA
9146a82ef0aef149115d9365555b4343,SP
c1f4176c8405099a08d876c2794e1958,SP
2fea692263bd999bc4a3e307d38ae2fb,SP
c6326604c234a96928cd7f255f358978,DF
a5f29fa52fe06844c85996c91c3f1d02,MG
6ce9b26c054b6e299e017f732a862b87,BA
758019ade97df0865b7fabd23bf29ae8,PR
e3e7d8f2750d84cd02f382c4d242d00c,RJ
71cc75a603db03ef612d52f9f223e68f,PE
e68de27b72357e93a5edbf9068812f9c,RJ
60ed0bdf61ebb2ee39c9b7fa7dbb9ee6,SP
2e947dd15ae10d889923d07c28b9ef23,MG
b896b244963dc7543d400ad82d6710e0,SP
fd66171c97600151f735da73fd0aa018,SP
c4ac275898e0ba063e3b67f168ed2d80,SP
e4d57ae0cd29436ff661934056bca9f4,RJ
9f6184b685d245da0d6868637685223a,RJ
1188830c8320a8f9abd982d8deb49330,RJ
a3409055c739fa7940d866b617b4c55d,SP
abd5dd25cd27f96cd6d28e440e29c8d5,SP
fabc9128fc3c897d2208425e2086d3a5,SE
32705597278e6504c324f9c7fe5d74c9,RJ
f280a183e4e63b12aa5b9b6d06baecaf,RJ
ee6100728d86a653a0b865b4109b86dc,SP
95303e4c9c23d67877e4b20afb04bfa8,SP
cb91916ede5670fdd34d3acd31ac21b3,RJ
0097c5abeb126a90646370f4a1cf3d93,RS
0b70134d7e2d9773897833e933c6ec5b,PR
3687f50a22a1c1fd70b824bc79ba4b15,SP
cad3d3fc70d214ca82f4b5d6dfb279f2,SP
a4156bb8aff5d6722dc68f605d8fa241,MG
4d493a5e3a53373d3bc26a01575a71dc,BA
15b7fb20d8805996eca064ddedb843c6,SP
f844756b662228b3f52bf081ffb76e96,SP
dbb305170569978cff51fd1047ebb11b,MG
4f087ceb0e06ae3ea989493e4359204d,SC
fb2d636172641ecf88b206885b89d7f6,RJ
